1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,.NET,Ed Charbeneau
1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,Web,Ed Charbeneau
1541,2019-08-23 09:00,2019-08-23 10:00,Razor: Into the Razor-Verse,Application Development,WebAssembly,Ed Charbeneau
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Development Practices,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Soft Skills,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Project Management,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Continuous Development,Michael Richardson
1542,2019-08-22 16:30,2019-08-22 17:30,Radical Independence: Transform Your Team with OKRs,Application Development,Software Practices,Michael Richardson
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,.NET,Ondrej Balas
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,Security,Ondrej Balas
1543,2019-08-23 11:30,2019-08-23 12:30,From SMS to OTP to FIDO2 with WebAuthn: This is Modern 2FA,Application Development,Web,Ondrej Balas
1544,2019-08-22 12:45,2019-08-22 13:45,"The ASP.NET Identity Ecosystem from 35,000 feet",Application Development,.NET,Ondrej Balas
1544,2019-08-22 12:45,2019-08-22 13:45,"The ASP.NET Identity Ecosystem from 35,000 feet",Application Development,Security,Ondrej Balas
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Cloud,Keith Elder
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Other,Keith Elder
1545,2019-08-22 11:30,2019-08-22 12:30,Building A Highly Scalable Service that Survived A Super Bowl,Application Development,Functional Progreamming,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Soft Skills,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Other,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Career Development,Keith Elder
1546,2019-08-23 16:30,2019-08-23 17:30,Productivity: How to get things done in this digital age,Soft Skills,Performance,Keith Elder
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Agile,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Development Practices,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Soft Skills,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Project Management,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Continuous Development,John Eiler
1547,2019-08-22 09:00,2019-08-22 10:00,Organization and Culture: Implementing Agile with Waterfall Expectations,Project Management,Software Practices,John Eiler
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Big Data,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Development Practices,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,IoT,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Requirements,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Security,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Soft Skills,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Project Management,Luther Hill
1548,2019-08-21 13:00,2019-08-21 16:00,Using Data science to solve national security problems. [Half-Day Workshop],Soft Skills,Python,Luther Hill
1549,2019-08-22 09:00,2019-08-22 10:00,Understand your brain to build better visualizations.,User Experience,Design (UI/UX/CSS),Walt Ritscher
1551,2019-08-22 11:30,2019-08-22 12:30,An Introduction To Prolog And Why You Should Care,Application Development,Functional Progreamming,Charlotte Shreve
1552,2019-08-23 10:15,2019-08-23 11:15,Developer Version 1.0.0,Soft Skills,Soft Skills,Charlotte Shreve
1553,2019-08-22 16:30,2019-08-22 17:30,"Cosmic Full-Stack a Blazor, ML.NET, and CosmosDB Mashup",Application Development,.NET,Ed Charbeneau
1553,2019-08-22 16:30,2019-08-22 17:30,"Cosmic Full-Stack a Blazor, ML.NET, and CosmosDB Mashup",Application Development,Cloud,Ed Charbeneau
1553,2019-08-22 16:30,2019-08-22 17:30,"Cosmic Full-Stack a Blazor, ML.NET, and CosmosDB Mashup",Application Development,Web,Ed Charbeneau
1554,2019-08-22 12:45,2019-08-22 13:45,I Don’t Need No Stinkin’ Framework - I Don’t Need No Stinkin’ Framework - Mastering Shadow DOM,Application Development,JavaScript,Martine Dowden
1554,2019-08-22 12:45,2019-08-22 13:45,I Don’t Need No Stinkin’ Framework - I Don’t Need No Stinkin’ Framework - Mastering Shadow DOM,Application Development,Web,Martine Dowden
1555,2019-08-23 15:15,2019-08-23 16:15,"Tables have their place, now let’s make them fit",User Experience,Design (UI/UX/CSS),Martine Dowden
1555,2019-08-23 15:15,2019-08-23 16:15,"Tables have their place, now let’s make them fit",User Experience,Accessibility,Martine Dowden
1555,2019-08-23 15:15,2019-08-23 16:15,"Tables have their place, now let’s make them fit",User Experience,Web,Martine Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Design (UI/UX/CSS),Michael Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Accessibility,Michael Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Web,Michael Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Design (UI/UX/CSS),Martine Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Accessibility,Martine Dowden
1556,2019-08-21 13:00,2019-08-21 16:00,Accessibility Basics [Half-Day Workshop],User Experience,Web,Martine Dowden
1557,2019-08-23 09:00,2019-08-23 10:00,Have Your Pi and Eat It Too: .NET Core on Raspberry Pi,Application Development,.NET,Cam Soper
1557,2019-08-23 09:00,2019-08-23 10:00,Have Your Pi and Eat It Too: .NET Core on Raspberry Pi,Application Development,IoT,Cam Soper
1557,2019-08-23 09:00,2019-08-23 10:00,Have Your Pi and Eat It Too: .NET Core on Raspberry Pi,Application Development,Azure,Cam Soper
1559,2019-08-22 15:15,2019-08-22 16:15,The Siren Song of Technology,Soft Skills,Other,Tamay Shannon
1559,2019-08-22 15:15,2019-08-22 16:15,The Siren Song of Technology,Soft Skills,Career Development,Tamay Shannon
1562,2019-08-23 11:30,2019-08-23 12:30,Entity Framework debugging using SQL Server: A Detective Story,Software Testing,.NET,Chris Woodruff
1562,2019-08-23 11:30,2019-08-23 12:30,Entity Framework debugging using SQL Server: A Detective Story,Software Testing,Testing,Chris Woodruff
1562,2019-08-23 11:30,2019-08-23 12:30,Entity Framework debugging using SQL Server: A Detective Story,Software Testing,Database,Chris Woodruff
1563,2019-08-22 10:15,2019-08-22 11:15,What’s new in Entity Framework Core 2.2?,Application Development,.NET,Chris Woodruff
1563,2019-08-22 10:15,2019-08-22 11:15,What’s new in Entity Framework Core 2.2?,Application Development,Database,Chris Woodruff
1564,2019-08-22 10:15,2019-08-22 11:15,In-Depth Software Design for Developers (From a Designer),User Experience,Design (UI/UX/CSS),Ryan Albertson
1564,2019-08-22 10:15,2019-08-22 11:15,In-Depth Software Design for Developers (From a Designer),User Experience,Mobile,Ryan Albertson
1564,2019-08-22 10:15,2019-08-22 11:15,In-Depth Software Design for Developers (From a Designer),User Experience,Web,Ryan Albertson
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Agile,Casey Albertsun
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Soft Skills,Casey Albertsun
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Project Management,Casey Albertsun
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Agile,Ryan Albertson
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Soft Skills,Ryan Albertson
1565,2019-08-23 11:30,2019-08-23 12:30,"So, Your Project Is On Fire. Again.",User Experience,Project Management,Ryan Albertson
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,Cross-Platform,Rob Hedgpeth
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,Mobile,Rob Hedgpeth
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,iOS/OSX,Rob Hedgpeth
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,Android,Rob Hedgpeth
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,Database,Rob Hedgpeth
1566,2019-08-23 16:30,2019-08-23 17:30,Mobile Apps: To SQL or Not to SQL,Application Development,SQL,Rob Hedgpeth
1567,2019-08-22 16:30,2019-08-22 17:30,Building resilient mobile apps with NoSQL,Application Development,Cross-Platform,Rob Hedgpeth
1567,2019-08-22 16:30,2019-08-22 17:30,Building resilient mobile apps with NoSQL,Application Development,Mobile,Rob Hedgpeth
1567,2019-08-22 16:30,2019-08-22 17:30,Building resilient mobile apps with NoSQL,Application Development,iOS/OSX,Rob Hedgpeth
